Descriptor,Statistics,p,alpha,Interpretation
ETA_eta,1128909494.5,1.3236478336406452e-07,0.05,Different distribution (reject H0)
AETA_eta,1091976009.5,2.3664619743670635e-43,0.05,Different distribution (reject H0)
ETA_eta_L,1103117708.5,3.256476168599578e-29,0.05,Different distribution (reject H0)
AETA_eta_L,972958392.5,0.0,0.05,Different distribution (reject H0)
ETA_eta_R,1138390578.0,0.0016562242621408155,0.05,Different distribution (reject H0)
AETA_eta_R,1129711773.0,3.5250902721104116e-07,0.05,Different distribution (reject H0)
ETA_eta_RL,1139896377.5,0.0048522773299112115,0.05,Different distribution (reject H0)
AETA_eta_RL,1034824978.0,9.471196157395035e-162,0.05,Different distribution (reject H0)
ETA_eta_F,1081626128.0,4.2666208680071725e-59,0.05,Different distribution (reject H0)
AETA_eta_F,1019200460.0,1.657286796151281e-207,0.05,Different distribution (reject H0)
ETA_eta_FL,1038913934.0,1.0032664795292296e-150,0.05,Different distribution (reject H0)
AETA_eta_FL,1022311456.0,6.148511070780897e-198,0.05,Different distribution (reject H0)
ETA_eta_B,1084932072.5,8.559303325169868e-54,0.05,Different distribution (reject H0)
AETA_eta_B,1073377244.5,1.902040128677429e-73,0.05,Different distribution (reject H0)
ETA_eta_BR,1112626980.5,1.9101338286762422e-19,0.05,Different distribution (reject H0)
AETA_eta_BR,1097837194.0,1.495090562757559e-35,0.05,Different distribution (reject H0)
ETA_dAlpha_A,1111728258.0,6.475685557559976e-191,0.05,Different distribution (reject H0)
ETA_dAlpha_B,1019940671.5,3.2069780058862694e-205,0.05,Different distribution (reject H0)
ETA_epsilon_1,1103627102.0,1.2291819749330927e-28,0.05,Different distribution (reject H0)
ETA_epsilon_2,1120653330.0,7.674805120991193e-13,0.05,Different distribution (reject H0)
ETA_epsilon_3,1035941192.0,1.0252555857322699e-158,0.05,Different distribution (reject H0)
ETA_epsilon_4,1112787837.0,2.68010029087597e-19,0.05,Different distribution (reject H0)
ETA_epsilon_5,1147082859.5,0.18109999929923898,0.05,Same distribution (fail to reject H0)
ETA_dEpsilon_A,1095754282.0,3.125031607910117e-38,0.05,Different distribution (reject H0)
ETA_dEpsilon_B,1026321159.5,6.058673820029479e-186,0.05,Different distribution (reject H0)
ETA_dEpsilon_C,1123301685.5,5.4461261793251114e-11,0.05,Different distribution (reject H0)
ETA_dEpsilon_D,1104151347.0,4.734024598492514e-28,0.05,Different distribution (reject H0)
ETA_dBeta,986862064.5,0.0,0.05,Different distribution (reject H0)
AETA_dBeta,948536367.0,0.0,0.05,Different distribution (reject H0)
ETA_psi_1,1101409051.0,3.4146221845137852e-31,0.05,Different distribution (reject H0)
ETA_dPsi_A,1070603100.0,1.239522350536808e-78,0.05,Different distribution (reject H0)
ETA_dPsi_B,1148617206.0,2.636199714246111e-20,0.05,Different distribution (reject H0)
fragCpx,1143699483.5,0.044587844635102375,0.05,Different distribution (reject H0)
fMF,1115065278.5,2.791537512439383e-17,0.05,Different distribution (reject H0)
nHBAcc,1025340504.0,4.123308534548792e-196,0.05,Different distribution (reject H0)
nHBDon,958703990.5,0.0,0.05,Different distribution (reject H0)
IC0,1097189275.5,2.250790601836433e-36,0.05,Different distribution (reject H0)
IC1,1078458784.5,2.039980608105242e-64,0.05,Different distribution (reject H0)
IC2,1015136369.5,2.3821977133489453e-220,0.05,Different distribution (reject H0)
IC3,1093301683.5,1.619441645948487e-41,0.05,Different distribution (reject H0)
IC4,1130954723.5,1.5041720305591323e-06,0.05,Different distribution (reject H0)
IC5,1141918729.5,0.0172231464373255,0.05,Different distribution (reject H0)
TIC0,1142911043.5,0.02981468761120474,0.05,Different distribution (reject H0)
TIC1,1120923027.0,1.2053678722092612e-12,0.05,Different distribution (reject H0)
TIC2,1108627873.0,2.6959993348364156e-23,0.05,Different distribution (reject H0)
TIC3,1125561744.0,1.540526712145159e-09,0.05,Different distribution (reject H0)
TIC4,1133805767.0,3.0911687867012085e-05,0.05,Different distribution (reject H0)
TIC5,1136500780.0,0.00036560747695405015,0.05,Different distribution (reject H0)
SIC0,1117698038.0,4.244543159193203e-15,0.05,Different distribution (reject H0)
SIC1,1089178133.0,2.326181573986044e-47,0.05,Different distribution (reject H0)
SIC2,903610015.5,0.0,0.05,Different distribution (reject H0)
SIC3,1048807864.0,1.1221266018778915e-125,0.05,Different distribution (reject H0)
SIC4,1116258088.0,2.8473880049630877e-16,0.05,Different distribution (reject H0)
SIC5,1141544823.5,0.01383418753059685,0.05,Different distribution (reject H0)
BIC0,1126144597.0,3.4906940892952333e-09,0.05,Different distribution (reject H0)
BIC1,1067798448.0,4.648017797407369e-84,0.05,Different distribution (reject H0)
BIC2,878333104.5,0.0,0.05,Different distribution (reject H0)
BIC3,999886732.5,5.121398283083329e-272,0.05,Different distribution (reject H0)
BIC4,1075810809.0,4.787080594918676e-69,0.05,Different distribution (reject H0)
BIC5,1104575434.0,1.4049635528033865e-27,0.05,Different distribution (reject H0)
CIC0,1142656296.5,0.026014157645659335,0.05,Different distribution (reject H0)
CIC1,1104838907.0,2.740354547974793e-27,0.05,Different distribution (reject H0)
CIC2,919828196.5,0.0,0.05,Different distribution (reject H0)
CIC3,1046859755.5,1.997987043013074e-130,0.05,Different distribution (reject H0)
CIC4,1111665842.5,2.4541514538347387e-20,0.05,Different distribution (reject H0)
CIC5,1136736355.0,0.00044576531696296324,0.05,Different distribution (reject H0)
MIC0,1064385428.5,6.509125763772255e-91,0.05,Different distribution (reject H0)
MIC1,1145261665.5,0.09083157041824397,0.05,Same distribution (fail to reject H0)
MIC2,1079246598.0,4.520306031464332e-63,0.05,Different distribution (reject H0)
MIC3,1034516026.5,1.346081895449798e-162,0.05,Different distribution (reject H0)
MIC4,1021647813.5,5.869815318105806e-200,0.05,Different distribution (reject H0)
MIC5,1017163468.5,6.7965463513938775e-214,0.05,Different distribution (reject H0)
ZMIC0,1139095707.5,0.0027789382132803017,0.05,Different distribution (reject H0)
ZMIC1,971274349.5,0.0,0.05,Different distribution (reject H0)
ZMIC2,905778140.5,0.0,0.05,Different distribution (reject H0)
ZMIC3,943412780.0,0.0,0.05,Different distribution (reject H0)
ZMIC4,981418387.0,0.0,0.05,Different distribution (reject H0)
ZMIC5,998615743.0,1.4310056668622847e-276,0.05,Different distribution (reject H0)
Kier1,1124165467.0,2.0138885985554684e-10,0.05,Different distribution (reject H0)
Kier2,1108559623.5,2.2987259338715526e-23,0.05,Different distribution (reject H0)
Kier3,1074036308.0,3.0564417774666143e-72,0.05,Different distribution (reject H0)
Lipinski,933935224.5,0.0,0.05,Different distribution (reject H0)
GhoseFilter,1048341150.0,8.08939585224326e-171,0.05,Different distribution (reject H0)
FilterItLogS,898383166.5,0.0,0.05,Different distribution (reject H0)
VMcGowan,1133044307.5,1.4370557108834628e-05,0.05,Different distribution (reject H0)
LabuteASA,1126923463.0,1.0125865607666294e-08,0.05,Different distribution (reject H0)
PEOE_VSA1,1070287075.5,3.02969439566361e-79,0.05,Different distribution (reject H0)
PEOE_VSA2,1131773761.5,3.511440720311715e-06,0.05,Different distribution (reject H0)
PEOE_VSA3,1072225263.0,7.057744354362693e-77,0.05,Different distribution (reject H0)
PEOE_VSA4,1020113932.0,9.546804007950443e-284,0.05,Different distribution (reject H0)
PEOE_VSA5,1011158241.0,0.0,0.05,Different distribution (reject H0)
PEOE_VSA6,1086676698.0,4.158608038096013e-51,0.05,Different distribution (reject H0)
PEOE_VSA7,991662277.0,3.688375377548383e-302,0.05,Different distribution (reject H0)
PEOE_VSA8,1082362589.5,6.82309421891317e-58,0.05,Different distribution (reject H0)
PEOE_VSA9,1083519499.0,4.9572010925767725e-56,0.05,Different distribution (reject H0)
PEOE_VSA10,1021432922.0,4.208808730839239e-201,0.05,Different distribution (reject H0)
PEOE_VSA11,861755298.5,0.0,0.05,Different distribution (reject H0)
PEOE_VSA12,992738210.5,1.6069872638902904e-305,0.05,Different distribution (reject H0)
PEOE_VSA13,1021565981.0,3.8966720591793014e-218,0.05,Different distribution (reject H0)
SMR_VSA1,1147819069.0,0.22975552483081774,0.05,Same distribution (fail to reject H0)
SMR_VSA2,1140220908.0,7.719791719115269e-10,0.05,Different distribution (reject H0)
SMR_VSA3,990377993.5,1.2300111029635134e-307,0.05,Different distribution (reject H0)
SMR_VSA4,1147795973.0,0.21853705435135323,0.05,Same distribution (fail to reject H0)
SMR_VSA5,1046519674.5,2.8788853409585193e-131,0.05,Different distribution (reject H0)
SMR_VSA6,1133564280.0,2.426720763721252e-05,0.05,Different distribution (reject H0)
SMR_VSA7,1009322102.0,1.967616355296403e-239,0.05,Different distribution (reject H0)
SMR_VSA8,-,-,-,Same distribution (fail to reject H0)
SMR_VSA9,1097524584.5,7.262632684544669e-37,0.05,Different distribution (reject H0)
SlogP_VSA1,1050399096.0,3.0568355856676656e-122,0.05,Different distribution (reject H0)
SlogP_VSA2,1049020625.5,3.657500729742205e-125,0.05,Different distribution (reject H0)
SlogP_VSA3,1148670848.0,0.2941455795511232,0.05,Same distribution (fail to reject H0)
SlogP_VSA4,1144025553.0,0.05100423502126335,0.05,Same distribution (fail to reject H0)
SlogP_VSA5,1123040275.0,3.635353533394598e-11,0.05,Different distribution (reject H0)
SlogP_VSA6,985856909.5,0.0,0.05,Different distribution (reject H0)
SlogP_VSA7,1057186212.5,0.0,0.05,Different distribution (reject H0)
SlogP_VSA8,1140763737.0,0.0037562637131484744,0.05,Different distribution (reject H0)
SlogP_VSA9,-,-,-,Same distribution (fail to reject H0)
SlogP_VSA10,892014768.0,0.0,0.05,Different distribution (reject H0)
SlogP_VSA11,1076561751.0,1.6007608133923825e-74,0.05,Different distribution (reject H0)
EState_VSA1,1028861776.0,7.185131967447058e-182,0.05,Different distribution (reject H0)
EState_VSA2,976818733.5,0.0,0.05,Different distribution (reject H0)
EState_VSA3,1126102770.5,3.289456372839537e-09,0.05,Different distribution (reject H0)
EState_VSA4,1103816354.0,1.937372968741755e-28,0.05,Different distribution (reject H0)
EState_VSA5,999162180.0,4.562410031783737e-276,0.05,Different distribution (reject H0)
EState_VSA6,1118251732.5,1.1465309009405699e-14,0.05,Different distribution (reject H0)
EState_VSA7,1051131177.5,2.7154006413735454e-120,0.05,Different distribution (reject H0)
EState_VSA8,1136436039.5,0.00034527925977463977,0.05,Different distribution (reject H0)
EState_VSA9,1012047886.5,6.840807738995866e-235,0.05,Different distribution (reject H0)
EState_VSA10,1124070946.5,1.6377554707823135e-10,0.05,Different distribution (reject H0)
VSA_EState1,-,-,-,Same distribution (fail to reject H0)
VSA_EState2,-,-,-,Same distribution (fail to reject H0)
VSA_EState3,-,-,-,Same distribution (fail to reject H0)
VSA_EState4,-,-,-,Same distribution (fail to reject H0)
VSA_EState5,-,-,-,Same distribution (fail to reject H0)
VSA_EState6,-,-,-,Same distribution (fail to reject H0)
VSA_EState7,-,-,-,Same distribution (fail to reject H0)
VSA_EState8,995098571.0,3.0643603765110363e-302,0.05,Different distribution (reject H0)
VSA_EState9,1139654749.0,0.004114987946356432,0.05,Different distribution (reject H0)
MDEC-11,1011298856.5,5.330938632217261e-248,0.05,Different distribution (reject H0)
MDEC-12,1000488841.0,2.0042008907873364e-271,0.05,Different distribution (reject H0)
MDEC-13,1028914616.5,2.1337435564298182e-179,0.05,Different distribution (reject H0)
MDEC-14,1000474034.0,0.0,0.05,Different distribution (reject H0)
MDEC-22,1061391965.0,3.772277731065427e-97,0.05,Different distribution (reject H0)
MDEC-23,1140023152.0,0.005284714818408107,0.05,Different distribution (reject H0)
MDEC-24,1002192475.5,0.0,0.05,Different distribution (reject H0)
MDEC-33,1107337485.5,1.2839678570351135e-24,0.05,Different distribution (reject H0)
MDEC-34,1000794727.0,0.0,0.05,Different distribution (reject H0)
MDEC-44,1123076114.0,5.710117393038854e-159,0.05,Different distribution (reject H0)
MDEO-11,1103524041.5,8.943581219855207e-29,0.05,Different distribution (reject H0)
MDEO-12,1150173837.5,0.42394705310109315,0.05,Same distribution (fail to reject H0)
MDEO-22,1067875551.0,1.5391041027570975e-100,0.05,Different distribution (reject H0)
MDEN-11,1146439027.5,1.1961210224981744e-25,0.05,Different distribution (reject H0)
MDEN-12,1085527097.5,4.959614087707586e-257,0.05,Different distribution (reject H0)
MDEN-13,1100672993.5,7.644622827251293e-134,0.05,Different distribution (reject H0)
MDEN-22,1026141570.5,6.000165236097322e-204,0.05,Different distribution (reject H0)
MDEN-23,971566679.0,0.0,0.05,Different distribution (reject H0)
MDEN-33,1113057213.0,1.7057486873405557e-20,0.05,Different distribution (reject H0)
MID,1138485997.5,0.0017789613482266345,0.05,Different distribution (reject H0)
AMID,1035896410.5,8.005633076428529e-159,0.05,Different distribution (reject H0)
MID_h,1135298726.0,0.00012720080588164744,0.05,Different distribution (reject H0)
AMID_h,1126553168.0,6.126310665499322e-09,0.05,Different distribution (reject H0)
MID_C,1122851457.0,2.7092895253035067e-11,0.05,Different distribution (reject H0)
AMID_C,1120618267.0,7.235835511713432e-13,0.05,Different distribution (reject H0)
MID_N,1109690137.5,3.087524765748208e-22,0.05,Different distribution (reject H0)
AMID_N,1125473751.5,1.3590421119584388e-09,0.05,Different distribution (reject H0)
MID_O,1124156039.0,1.9886997707289037e-10,0.05,Different distribution (reject H0)
AMID_O,1068023388.5,1.2819655628715714e-83,0.05,Different distribution (reject H0)
MID_X,1017425364.0,6.005346859092999e-272,0.05,Different distribution (reject H0)
AMID_X,1008606753.0,1.0465551314156226e-308,0.05,Different distribution (reject H0)
MPC2,1149331114.5,0.34925289200724075,0.05,Same distribution (fail to reject H0)
MPC3,1148193405.5,0.25705031916664256,0.05,Same distribution (fail to reject H0)
MPC4,1134723847.5,7.468171504340763e-05,0.05,Different distribution (reject H0)
MPC5,1112245636.5,8.481470063154349e-20,0.05,Different distribution (reject H0)
MPC6,1095253692.0,6.820210727418315e-39,0.05,Different distribution (reject H0)
MPC7,1066394234.0,7.54161421539156e-87,0.05,Different distribution (reject H0)
MPC8,1056487932.0,7.952493429451236e-108,0.05,Different distribution (reject H0)
MPC9,1043053707.0,5.769519958565041e-140,0.05,Different distribution (reject H0)
MPC10,1031862633.0,5.527935804139386e-170,0.05,Different distribution (reject H0)
TMPC10,1083835298.0,1.5936606065291335e-55,0.05,Different distribution (reject H0)
piPC1,1090997868.5,9.574087612066794e-45,0.05,Different distribution (reject H0)
piPC2,1061012172.0,5.850600092276058e-98,0.05,Different distribution (reject H0)
piPC3,1052209063.5,1.3413358254550202e-117,0.05,Different distribution (reject H0)
piPC4,1054876613.5,1.873248152323004e-111,0.05,Different distribution (reject H0)
piPC5,1082079172.5,2.357772352015716e-58,0.05,Different distribution (reject H0)
piPC6,1121927235.5,6.248983166148677e-12,0.05,Different distribution (reject H0)
piPC7,1133754552.5,2.93872732845714e-05,0.05,Different distribution (reject H0)
piPC8,1107850326.5,4.35202747648491e-24,0.05,Different distribution (reject H0)
piPC9,1089345286.5,4.085529232161464e-47,0.05,Different distribution (reject H0)
piPC10,1086981371.5,1.233152259063305e-50,0.05,Different distribution (reject H0)
TpiPC10,1120121021.5,3.1157396470952025e-13,0.05,Different distribution (reject H0)
apol,1140521995.5,0.007336466061254335,0.05,Different distribution (reject H0)
bpol,1137104202.5,0.0006040591426643962,0.05,Different distribution (reject H0)
nRing,993177139.5,0.0,0.05,Different distribution (reject H0)
n3Ring,1067890007.0,0.0,0.05,Different distribution (reject H0)
n4Ring,1004413065.5,0.0,0.05,Different distribution (reject H0)
n5Ring,1067367066.5,2.6589653540803376e-118,0.05,Different distribution (reject H0)
n6Ring,975999381.5,0.0,0.05,Different distribution (reject H0)
n7Ring,1150656461.0,0.22080925286593578,0.05,Same distribution (fail to reject H0)
n8Ring,1015879170.0,0.0,0.05,Different distribution (reject H0)
n9Ring,1105172275.5,0.0,0.05,Different distribution (reject H0)
n10Ring,1150944241.5,0.15865399303022115,0.05,Same distribution (fail to reject H0)
n11Ring,1132976106.0,2.6023669941223084e-120,0.05,Different distribution (reject H0)
n12Ring,1089147289.5,7.906043238057056e-242,0.05,Different distribution (reject H0)
nG12Ring,1102428477.0,2.2252268996482364e-89,0.05,Different distribution (reject H0)
nHRing,766329649.5,0.0,0.05,Different distribution (reject H0)
n3HRing,1150728333.0,0.002252695153905409,0.05,Different distribution (reject H0)
n4HRing,1031675992.5,0.0,0.05,Different distribution (reject H0)
n5HRing,1096510359.0,2.4322109965515436e-55,0.05,Different distribution (reject H0)
n6HRing,703096347.0,0.0,0.05,Different distribution (reject H0)
n7HRing,1150656435.0,0.1905184027608876,0.05,Same distribution (fail to reject H0)
n8HRing,1015855184.0,0.0,0.05,Different distribution (reject H0)
n9HRing,1105172275.5,0.0,0.05,Different distribution (reject H0)
n10HRing,1150968231.0,0.15866029724721098,0.05,Same distribution (fail to reject H0)
n11HRing,1132976106.0,2.6023669941223084e-120,0.05,Different distribution (reject H0)
n12HRing,1089147289.5,7.906043238057056e-242,0.05,Different distribution (reject H0)
nG12HRing,1102428477.0,2.2252268996482364e-89,0.05,Different distribution (reject H0)
naRing,1077788244.5,1.1959487610712427e-74,0.05,Different distribution (reject H0)
n3aRing,-,-,-,Same distribution (fail to reject H0)
n4aRing,1150944241.5,0.07865068500466926,0.05,Same distribution (fail to reject H0)
n5aRing,1146271359.0,0.04298661722873617,0.05,Different distribution (reject H0)
n6aRing,1120226247.0,5.825766032429927e-15,0.05,Different distribution (reject H0)
n7aRing,1150968231.0,0.15866029724721098,0.05,Same distribution (fail to reject H0)
n8aRing,-,-,-,Same distribution (fail to reject H0)
n9aRing,-,-,-,Same distribution (fail to reject H0)
n10aRing,-,-,-,Same distribution (fail to reject H0)
n11aRing,-,-,-,Same distribution (fail to reject H0)
n12aRing,-,-,-,Same distribution (fail to reject H0)
nG12aRing,-,-,-,Same distribution (fail to reject H0)
naHRing,969242225.5,0.0,0.05,Different distribution (reject H0)
n3aHRing,-,-,-,Same distribution (fail to reject H0)
n4aHRing,-,-,-,Same distribution (fail to reject H0)
n5aHRing,1146196329.5,0.04053963218305302,0.05,Different distribution (reject H0)
n6aHRing,889690953.5,0.0,0.05,Different distribution (reject H0)
n7aHRing,-,-,-,Same distribution (fail to reject H0)
n8aHRing,-,-,-,Same distribution (fail to reject H0)
n9aHRing,-,-,-,Same distribution (fail to reject H0)
n10aHRing,-,-,-,Same distribution (fail to reject H0)
n11aHRing,-,-,-,Same distribution (fail to reject H0)
n12aHRing,-,-,-,Same distribution (fail to reject H0)
nG12aHRing,-,-,-,Same distribution (fail to reject H0)
nARing,777935825.5,0.0,0.05,Different distribution (reject H0)
n3ARing,1067890007.0,0.0,0.05,Different distribution (reject H0)
n4ARing,1004319761.5,0.0,0.05,Different distribution (reject H0)
n5ARing,1005812909.0,0.0,0.05,Different distribution (reject H0)
n6ARing,866146580.5,0.0,0.05,Different distribution (reject H0)
n7ARing,1150776483.0,0.30918576729107816,0.05,Same distribution (fail to reject H0)
n8ARing,1015879170.0,0.0,0.05,Different distribution (reject H0)
n9ARing,1105172275.5,0.0,0.05,Different distribution (reject H0)
n10ARing,1150944241.5,0.15865399303022115,0.05,Same distribution (fail to reject H0)
n11ARing,1132976106.0,2.6023669941223084e-120,0.05,Different distribution (reject H0)
n12ARing,1089147289.5,7.906043238057056e-242,0.05,Different distribution (reject H0)
nG12ARing,1102428477.0,2.2252268996482364e-89,0.05,Different distribution (reject H0)
nAHRing,785846734.0,0.0,0.05,Different distribution (reject H0)
n3AHRing,1150728333.0,0.002252695153905409,0.05,Different distribution (reject H0)
n4AHRing,1031675992.5,0.0,0.05,Different distribution (reject H0)
n5AHRing,1045769985.0,0.0,0.05,Different distribution (reject H0)
n6AHRing,833782291.5,0.0,0.05,Different distribution (reject H0)
n7AHRing,1150656435.0,0.1905184027608876,0.05,Same distribution (fail to reject H0)
n8AHRing,1015855184.0,0.0,0.05,Different distribution (reject H0)
n9AHRing,1105172275.5,0.0,0.05,Different distribution (reject H0)
n10AHRing,1150968231.0,0.15866029724721098,0.05,Same distribution (fail to reject H0)
n11AHRing,1132976106.0,2.6023669941223084e-120,0.05,Different distribution (reject H0)
n12AHRing,1089147289.5,7.906043238057056e-242,0.05,Different distribution (reject H0)
nG12AHRing,1102428477.0,2.2252268996482364e-89,0.05,Different distribution (reject H0)
nFRing,981916781.0,0.0,0.05,Different distribution (reject H0)
n4FRing,-,-,-,Same distribution (fail to reject H0)
n5FRing,-,-,-,Same distribution (fail to reject H0)
n6FRing,-,-,-,Same distribution (fail to reject H0)
n7FRing,1141276473.0,1.2660734502778027e-48,0.05,Different distribution (reject H0)
n8FRing,1107499257.0,5.65878282873252e-275,0.05,Different distribution (reject H0)
n9FRing,1124921788.0,1.5674383759492552e-52,0.05,Different distribution (reject H0)
n10FRing,1123770462.5,1.5488057525573194e-45,0.05,Different distribution (reject H0)
n11FRing,1150632378.0,0.07340325253026167,0.05,Same distribution (fail to reject H0)
n12FRing,1002674872.0,0.0,0.05,Different distribution (reject H0)
nG12FRing,982219432.0,0.0,0.05,Different distribution (reject H0)
nFHRing,960365050.0,0.0,0.05,Different distribution (reject H0)
n4FHRing,-,-,-,Same distribution (fail to reject H0)
n5FHRing,-,-,-,Same distribution (fail to reject H0)
n6FHRing,-,-,-,Same distribution (fail to reject H0)
n7FHRing,1141036578.0,2.289886356453091e-52,0.05,Different distribution (reject H0)
n8FHRing,1107547236.0,1.4377482852504584e-274,0.05,Different distribution (reject H0)
n9FHRing,1127761480.0,3.0553228592070475e-44,0.05,Different distribution (reject H0)
n10FHRing,1112732019.5,4.6717497232811136e-97,0.05,Different distribution (reject H0)
n11FHRing,1150632378.0,0.07150930921947395,0.05,Same distribution (fail to reject H0)
n12FHRing,1002746722.0,0.0,0.05,Different distribution (reject H0)
nG12FHRing,979178380.0,0.0,0.05,Different distribution (reject H0)
nFaRing,1147738527.0,0.01856192842022303,0.05,Different distribution (reject H0)
n4FaRing,-,-,-,Same distribution (fail to reject H0)
n5FaRing,-,-,-,Same distribution (fail to reject H0)
n6FaRing,-,-,-,Same distribution (fail to reject H0)
n7FaRing,-,-,-,Same distribution (fail to reject H0)
n8FaRing,1150728336.0,0.00045528797730415163,0.05,Different distribution (reject H0)
n9FaRing,1142255947.5,5.940415299710229e-18,0.05,Different distribution (reject H0)
n10FaRing,1141940783.5,9.868293726049206e-19,0.05,Different distribution (reject H0)
n11FaRing,-,-,-,Same distribution (fail to reject H0)
n12FaRing,1150944241.5,0.20710444044184217,0.05,Same distribution (fail to reject H0)
nG12FaRing,1149552850.5,1.9415543342824156e-07,0.05,Different distribution (reject H0)
nFaHRing,1135670063.5,6.355545224327333e-27,0.05,Different distribution (reject H0)
n4FaHRing,-,-,-,Same distribution (fail to reject H0)
n5FaHRing,-,-,-,Same distribution (fail to reject H0)
n6FaHRing,-,-,-,Same distribution (fail to reject H0)
n7FaHRing,-,-,-,Same distribution (fail to reject H0)
n8FaHRing,1150728336.0,0.00045528797730415163,0.05,Different distribution (reject H0)
n9FaHRing,1142255947.5,5.940415299710229e-18,0.05,Different distribution (reject H0)
n10FaHRing,1132926399.5,4.893545444752808e-100,0.05,Different distribution (reject H0)
n11FaHRing,-,-,-,Same distribution (fail to reject H0)
n12FaHRing,1150944241.5,0.20710444044184217,0.05,Same distribution (fail to reject H0)
nG12FaHRing,1149552850.5,1.9415543342824156e-07,0.05,Different distribution (reject H0)
nFARing,942211941.5,0.0,0.05,Different distribution (reject H0)
n4FARing,-,-,-,Same distribution (fail to reject H0)
n5FARing,-,-,-,Same distribution (fail to reject H0)
n6FARing,-,-,-,Same distribution (fail to reject H0)
n7FARing,1141276473.0,1.2660734502778027e-48,0.05,Different distribution (reject H0)
n8FARing,1107235372.5,2.1822358297858785e-279,0.05,Different distribution (reject H0)
n9FARing,1124138660.5,2.1777904541703382e-90,0.05,Different distribution (reject H0)
n10FARing,1125302308.0,5.570563908318654e-57,0.05,Different distribution (reject H0)
n11FARing,1150632378.0,0.07340325253026167,0.05,Same distribution (fail to reject H0)
n12FARing,1002532464.0,0.0,0.05,Different distribution (reject H0)
nG12FARing,981807389.0,0.0,0.05,Different distribution (reject H0)
nFAHRing,936833494.5,0.0,0.05,Different distribution (reject H0)
n4FAHRing,-,-,-,Same distribution (fail to reject H0)
n5FAHRing,-,-,-,Same distribution (fail to reject H0)
n6FAHRing,-,-,-,Same distribution (fail to reject H0)
n7FAHRing,1141036578.0,2.289886356453091e-52,0.05,Different distribution (reject H0)
n8FAHRing,1107283351.5,5.5704590249149394e-279,0.05,Different distribution (reject H0)
n9FAHRing,1127619022.5,9.717403804087299e-75,0.05,Different distribution (reject H0)
n10FAHRing,1124781863.0,5.56156149767647e-60,0.05,Different distribution (reject H0)
n11FAHRing,1150632378.0,0.07150930921947395,0.05,Same distribution (fail to reject H0)
n12FAHRing,1002604314.0,0.0,0.05,Different distribution (reject H0)
nG12FAHRing,978885279.5,0.0,0.05,Different distribution (reject H0)
nRot,1106112520.5,1.9196883088027406e-26,0.05,Different distribution (reject H0)
RotRatio,1013493375.0,1.1545138106090134e-225,0.05,Different distribution (reject H0)
SLogP,846481050.5,0.0,0.05,Different distribution (reject H0)
SMR,1111662621.5,2.4371383164777244e-20,0.05,Different distribution (reject H0)
TopoPSA(NO),1130685843.0,1.1064687998480362e-06,0.05,Different distribution (reject H0)
TopoPSA,1134110438.0,4.164356021910435e-05,0.05,Different distribution (reject H0)
GGI1,1099850496.0,4.143914121074068e-33,0.05,Different distribution (reject H0)
GGI2,1073718437.5,7.59722532571501e-73,0.05,Different distribution (reject H0)
GGI3,1135547669.5,0.00015922798310155214,0.05,Different distribution (reject H0)
GGI4,1149736876.0,0.38491777144745465,0.05,Same distribution (fail to reject H0)
GGI5,1142461246.0,0.023385881236685124,0.05,Different distribution (reject H0)
GGI6,1134848606.0,8.405080856533449e-05,0.05,Different distribution (reject H0)
GGI7,1136750955.5,0.0004512334906439615,0.05,Different distribution (reject H0)
GGI8,1136209733.5,0.0002850692340982806,0.05,Different distribution (reject H0)
GGI9,1143266358.5,0.035874106276968444,0.05,Different distribution (reject H0)
GGI10,1130645395.0,1.0560495448819697e-06,0.05,Different distribution (reject H0)
JGI1,1059567836.5,4.683303175294193e-101,0.05,Different distribution (reject H0)
JGI2,1054045553.5,2.3752867252550516e-113,0.05,Different distribution (reject H0)
JGI3,1067328388.5,5.490185390988376e-85,0.05,Different distribution (reject H0)
JGI4,1105547405.5,1.6216614785563652e-26,0.05,Different distribution (reject H0)
JGI5,1049945229.0,6.047642668653571e-123,0.05,Different distribution (reject H0)
JGI6,1057734422.0,4.675177487458518e-105,0.05,Different distribution (reject H0)
JGI7,1060256309.0,1.4298278310636486e-99,0.05,Different distribution (reject H0)
JGI8,1136117926.0,0.00026331349304101404,0.05,Different distribution (reject H0)
JGI9,1059669809.5,7.808360267146682e-101,0.05,Different distribution (reject H0)
JGI10,1096604541.5,3.988279375335134e-37,0.05,Different distribution (reject H0)
JGT10,1097792352.5,1.313412666175833e-35,0.05,Different distribution (reject H0)
Diameter,1127057981.0,1.0595690105173398e-08,0.05,Different distribution (reject H0)
Radius,1094694886.5,6.354928615118907e-41,0.05,Different distribution (reject H0)
TopoShapeIndex,1111596041.0,1.5142430676296265e-21,0.05,Different distribution (reject H0)
PetitjeanIndex,1108753373.0,1.7534700121721254e-24,0.05,Different distribution (reject H0)
Vabc,1145404600.5,0.09640059096652853,0.05,Same distribution (fail to reject H0)
VAdjMat,1131170815.0,1.9018618874655957e-06,0.05,Different distribution (reject H0)
MWC01,1130599918.0,9.924942195975122e-07,0.05,Different distribution (reject H0)
MWC02,1129994510.0,4.931835784734954e-07,0.05,Different distribution (reject H0)
MWC03,1130046088.5,5.248785629493196e-07,0.05,Different distribution (reject H0)
MWC04,1131785769.0,3.7927914191210713e-06,0.05,Different distribution (reject H0)
